iter	Passed	Remaining
191	367	1547
192	368	1542
193	369	1536
194	370	1531
195	371	1525
196	374	1524
197	376	1524
198	377	1519
199	378	1514
200	379	1509
201	380	1501
202	381	1496
203	382	1491
204	383	1486
205	384	1481
206	385	1477
207	386	1472
208	387	1467
209	390	1468
210	391	1464
211	393	1460
212	394	1457
213	395	1452
214	396	1448
215	397	1443
216	398	1439
217	399	1434
218	400	1429
219	402	1425
220	403	1420
221	404	1416
222	405	1412
223	406	1408
224	407	1402
225	408	1398
226	409	1394
227	410	1391
228	411	1386
229	412	1382
230	413	1377
231	414	1373
232	415	1369
233	416	1364
234	417	1360
235	418	1355
236	419	1350
237	420	1346
238	421	1342
239	422	1338
240	423	1334
241	424	1330
242	425	1325
243	426	1321
244	427	1317
245	428	1313
246	429	1309
247	430	1305
248	431	1301
249	432	1298
250	433	1294
251	434	1290
252	435	1286
253	437	1283
254	438	1280
255	439	1276
256	440	1272
257	441	1269
258	442	1265
259	443	1262
260	444	1259
261	445	1255
262	446	1252
263	447	1248
264	449	1245
265	450	1242
266	451	1239
267	452	1236
268	454	1234
269	455	1231
270	456	1228
271	457	1225
272	458	1221
273	460	1219
274	461	1215
275	462	1212
276	463	1209
277	464	1206
278	465	1203
279	466	1200
280	467	1197
281	469	1194
282	470	1191
283	471	1187
284	472	1184
285	473	1181
286	474	1178
287	475	1175
288	476	1172
289	477	1168
290	478	1165
291	479	1162
292	480	1159
293	481	1156
294	482	1153
295	485	1153
296	486	1151
297	487	1148
298	488	1145
299	489	1143
300	490	1140
301	492	1137
302	493	1134
303	494	1131
304	495	1128
305	496	1125
306	497	1123
307	498	1120
308	499	1117
309	501	1115
310	502	1112
311	503	1109
312	504	1106
313	505	1104
314	506	1101
315	507	1099
316	509	1097
317	510	1095
318	512	1093
319	513	1090
320	514	1087
321	516	1088
322	518	1085
323	519	1083
324	520	1080
325	521	1078
326	522	1075
327	524	1073
328	525	1071
329	526	1068
330	527	1066
331	528	1063
332	529	1061
333	531	1059
334	532	1056
335	533	1054
336	534	1051
337	535	1048
338	536	1046
339	537	1044
340	538	1041
341	540	1039
342	541	1036
343	542	1033
344	543	1031
345	544	1028
346	545	1026
347	546	1024
348	547	1021
349	548	1019
350	549	1016
351	550	1014
352	551	1011
353	553	1009
354	554	1007
355	555	1004
356	556	1002
357	557	999
358	558	997
359	559	994
360	560	992
361	561	989
362	562	987
363	563	985
364	564	982
365	565	980
366	566	977
367	568	976
368	569	973
369	570	971
370	571	969
371	572	966
372	573	964
373	574	962
374	575	959
375	576	957
376	578	955
377	579	953
378	580	951
379	581	949
380	583	947
381	584	945
382	585	942
383	586	940
384	587	938
385	588	936
386	589	933
387	590	931
388	591	929
389	592	927
390	594	925
391	595	924
392	596	922
393	598	920
394	599	918
395	601	916
396	602	914
397	603	912
398	604	910
399	605	907
400	606	905
401	607	903
402	608	901
403	610	900
404	611	898
405	612	895
406	613	893
407	614	891
408	615	889
409	617	887
410	618	885
411	619	883
412	620	881
413	621	879
414	622	877
415	623	875
416	624	873
417	626	872
418	627	870
419	628	867
420	629	865
421	630	864
422	631	861
423	633	859
424	634	857
425	635	855
426	636	853
427	637	851
428	638	849
429	639	847
430	640	846
431	642	844
432	643	842
433	645	841
434	646	839
435	647	837
436	649	836
437	650	834
438	651	832
439	652	830
440	653	828
441	654	826
442	655	824
443	657	823
444	658	821
445	659	819
446	661	817
447	662	816
448	663	814
449	664	812
450	666	810
451	667	808
452	668	807
453	669	805
454	670	803
455	672	801
456	673	800
457	674	798
458	676	796
459	677	795
460	678	793
461	679	791
462	681	789
463	682	788
464	683	786
465	684	784
466	685	782
467	687	781
468	689	780
469	691	779
470	692	777
471	693	775
472	694	773
473	695	772
474	697	770
475	698	768
476	699	766
477	700	765
478	701	763
479	702	761
480	704	760
481	705	758
482	707	756
483	708	755
484	710	754
485	711	752
486	712	750
487	713	748
488	714	747
489	716	745
490	717	743
491	719	742
492	720	740
493	721	739
494	722	737
495	724	735
496	725	734
497	726	732
498	727	730
499	728	728
500	729	726
501	731	725
502	732	723
503	733	722
504	736	721
505	737	720
506	738	718
507	740	716
508	741	715
509	742	713
510	743	711
511	744	710
512	746	708
513	747	706
514	748	705
515	750	704
516	752	702
517	753	701
518	754	699
519	756	697
520	757	696
521	758	694
522	759	692
523	761	691
524	762	689
525	763	688
526	764	686
527	766	685
528	768	683
529	769	682
530	770	680
531	772	679
532	773	677
533	774	676
534	775	674
535	777	673
536	778	671
537	779	669
538	781	668
539	783	667
540	784	665
541	785	663
542	787	662
543	788	660
544	789	659
545	791	657
546	792	656
547	793	654
548	794	652
549	796	651
550	797	650
551	799	648
552	803	649
553	805	648
554	807	647
555	808	645
556	809	643
557	810	642
558	812	640
559	813	639
560	814	637
561	816	636
562	817	634
563	818	632
564	820	631
565	821	629
566	822	628
567	824	626
568	825	625
569	826	623
570	828	622
571	830	621
572	832	620
573	833	618
574	834	617
575	836	615
576	837	613
577	838	612
578	839	610
579	840	608
580	841	607
581	843	605
582	845	604
583	846	602
584	847	601
585	848	599
586	850	598
587	851	596
588	852	594
589	853	593
590	854	591
591	855	589
592	856	588
593	858	586
594	860	585
595	862	584
596	863	582
597	864	581
598	866	579
599	867	578
600	868	576
601	869	574
602	870	573
603	872	571
604	873	570
605	874	568
606	877	568
607	880	567
608	881	566
609	883	564
610	884	563
611	885	561
612	887	560
613	888	558
614	889	556
615	890	555
616	894	555
617	895	553
618	897	552
619	898	550
620	899	548
621	900	547
622	901	545
623	903	544
624	904	542
625	905	540
626	906	539
627	907	537
628	909	536
629	910	534
630	911	533
631	912	531
632	916	531
633	917	529
634	920	528
635	927	530
636	929	529
637	930	527
638	931	526
639	932	524
640	934	523
641	935	521
642	936	520
643	939	519
644	940	517
645	942	516
646	943	514
647	944	513
648	946	511
649	947	510
650	948	508
651	949	506
652	951	505
653	952	503
654	954	502
655	956	501
656	957	500
657	959	498
658	960	496
659	961	495
660	962	493
661	964	492
662	965	490
663	966	489
664	968	487
665	970	486
666	971	484
667	972	483
668	974	482
669	975	480
670	977	479
671	979	477
672	980	476
673	982	475
674	987	475
675	993	475
676	995	474
677	1001	475
678	1003	474
679	1004	472
680	1006	471
681	1007	469
682	1008	468
683	1011	467
684	1012	465
685	1014	464
686	1016	462
687	1017	461
688	1019	459
689	1020	458
690	1021	456
691	1023	455
692	1025	454
693	1027	453
694	1031	452
695	1033	451
696	1034	449
697	1035	448
698	1037	446
699	1041	446
700	1046	446
701	1048	445
702	1050	443
703	1051	442
704	1053	440
705	1054	439
706	1056	437
707	1057	436
708	1059	434
709	1060	433
710	1062	431
711	1064	430
712	1065	428
713	1066	427
714	1067	425
715	1069	424
716	1070	422
717	1071	420
718	1072	419
719	1075	418
720	1076	416
721	1078	415
722	1080	413
723	1082	412
724	1084	411
725	1087	410
726	1090	409
727	1093	408
728	1095	407
729	1097	405
730	1099	404
731	1100	402
732	1101	401
733	1102	399
734	1103	397
735	1105	396
736	1106	394
737	1107	393
738	1108	391
739	1109	389
740	1111	388
741	1112	386
742	1113	385
743	1114	383
744	1115	381
745	1117	380
746	1118	378
747	1119	377
748	1120	375
749	1121	373
750	1122	372
751	1126	371
752	1127	369
753	1128	368
754	1130	366
755	1132	365
756	1134	364
757	1136	362
758	1137	361
759	1140	360
760	1142	358
761	1144	357
762	1146	356
763	1148	354
764	1149	353
765	1151	351
766	1152	350
767	1154	348
768	1155	347
769	1157	345
770	1159	344
771	1161	342
772	1165	342
773	1167	340
774	1168	339
775	1169	337
776	1170	336
777	1172	334
778	1173	333
779	1175	331
780	1176	329
781	1177	328
782	1178	326
783	1180	325
784	1181	323
785	1182	321
786	1183	320
787	1185	318
788	1186	317
789	1187	315
790	1189	314
791	1190	312
792	1191	311
793	1193	309
794	1194	308
795	1196	306
796	1197	304
797	1198	303
798	1199	301
799	1201	300
800	1202	298
801	1203	297
802	1205	295
803	1206	294
804	1207	292
805	1210	291
806	1212	290
807	1213	288
808	1215	286
809	1216	285
810	1217	283
811	1219	282
812	1221	280
813	1222	279
814	1223	277
815	1225	276
816	1226	274
817	1227	273
818	1228	271
819	1230	270
820	1231	268
821	1232	266
822	1234	265
823	1235	263
824	1236	262
825	1238	260
826	1239	259
827	1240	257
828	1241	256
829	1243	254
830	1244	253
831	1245	251
832	1247	249
833	1248	248
834	1250	247
835	1252	245
836	1253	244
837	1255	242
838	1256	241
839	1257	239
840	1260	238
841	1264	237
842	1269	236
843	1270	234
844	1272	233
845	1273	231
846	1274	230
847	1275	228
848	1277	227
849	1279	225
850	1281	224
851	1283	222
852	1284	221
853	1285	219
854	1286	218
855	1287	216
856	1289	215
857	1291	213
858	1292	212
859	1294	210
860	1296	209
861	1298	207
862	1299	206
863	1301	204
864	1302	203
865	1303	201
866	1304	200
867	1305	198
868	1307	197
869	1308	195
870	1309	193
871	1310	192
872	1312	190
873	1313	189
874	1314	187
875	1315	186
876	1316	184
877	1317	183
878	1319	181
879	1320	180
880	1321	178
881	1322	176
882	1324	175
883	1325	173
884	1326	172
885	1328	170
886	1329	169
887	1330	167
888	1332	166
889	1334	164
890	1335	163
891	1337	161
892	1345	161
893	1347	159
894	1348	158
895	1350	156
896	1351	155
897	1353	153
898	1354	152
899	1355	150
900	1356	149
901	1359	147
902	1361	146
903	1362	144
904	1364	143
905	1365	141
906	1367	140
907	1368	138
908	1370	137
909	1378	136
910	1381	134
911	1391	134
912	1396	133
913	1398	131
914	1399	130
915	1401	128
916	1402	126
917	1405	125
918	1407	124
919	1408	122
920	1409	120
921	1410	119
922	1412	117
923	1413	116
924	1414	114
925	1415	113
926	1416	111
927	1417	109
928	1421	108
929	1423	107
930	1425	105
931	1426	104
932	1427	102
933	1428	100
934	1430	99
935	1432	97
936	1440	96
937	1445	95
938	1446	93
939	1448	92
940	1449	90
941	1456	89
942	1458	88
943	1460	86
944	1461	85
945	1463	83
946	1464	81
947	1466	80
948	1469	78
949	1470	77
950	1472	75
951	1473	74
952	1474	72
953	1475	71
954	1477	69
955	1478	68
956	1479	66
957	1480	64
958	1481	63
959	1485	61
960	1487	60
961	1488	58
962	1489	57
963	1490	55
964	1492	54
965	1493	52
966	1494	51
967	1495	49
968	1496	47
969	1499	46
970	1504	44
971	1506	43
972	1509	41
973	1512	40
974	1514	38
975	1516	37
976	1517	35
977	1519	34
978	1521	32
979	1524	31
980	1526	29
981	1528	28
982	1529	26
983	1531	24
984	1533	23
985	1536	21
986	1538	20
987	1539	18
988	1540	17
989	1542	15
990	1544	14
991	1545	12
992	1547	10
993	1548	9
994	1549	7
995	1552	6
996	1554	4
997	1555	3
998	1556	1
999	1557	0
